"ID_CLIENTE","FECHA_INTERACCION","NOMBRE_CORTO_DE_EXPERIENCIA","CALIFICACION"
"437","11/20/2021 10:12","Restaurantes 30","5"
"438","11/20/2021 11:41","Bono mercado Justo y Bueno 30 ","5"
"439","11/20/2021 13:15","Bono virtual Crepes&Waffles 10","5"
"439","11/20/2021 13:15","Bono virtual Crepes&Waffles 30","5"
"440","11/20/2021 13:15","Zapatoca 55","5"
"439","11/20/2021 13:16","Bono virtual Crepes&Waffles 20","5"
"441","11/20/2021 16:48","Combo hamburguesa el Corral ","5"
"441","11/20/2021 16:48","Combo hamburguesa el Corral ","5"
"441","11/20/2021 16:48","Combo hamburguesa el Corral ","5"
"441","11/20/2021 16:48","Combo hamburguesa el Corral ","5"
"441","11/20/2021 16:48","Combo hamburguesa el Corral ","5"
"441","11/20/2021 16:49","Combo hamburguesa el Corral ","5"
"442","11/20/2021 18:13","Bono virtual Crepes&Waffles 30","5"
"442","11/20/2021 18:13","Bono virtual Crepes&Waffles 30","5"
"442","11/20/2021 18:13","Bono virtual Crepes&Waffles 30","5"
"443","11/20/2021 19:24","Restaurantes 50 IFood","5"
"444","11/20/2021 21:47","Zapatoca 24","1"
"445","11/21/2021 6:33","Bono virtual Crepes&Waffles 10","5"
"446","11/21/2021 10:08","Bono mercado Justo y Bueno 50 ","2"
"446","11/21/2021 10:09","Zapatoca 55","5"
"447","11/21/2021 10:17","Bono virtual Crepes&Waffles 30","5"
"447","11/21/2021 10:17","Bono virtual Crepes&Waffles 30","5"
"448","11/21/2021 10:32","Bonos corral","5"
"448","11/21/2021 10:32","Bonos corral","5"
"448","11/21/2021 10:32","Bonos corral","5"
"448","11/21/2021 10:32","Bonos corral","5"
"448","11/21/2021 10:32","Bonos corral","5"
"448","11/21/2021 10:32","Bonos corral","5"
"448","11/21/2021 10:32","Bonos corral","5"
"448","11/21/2021 10:32","Bonos corral","5"
"448","11/21/2021 10:32","Combo hamburguesa el Corral ","5"
"448","11/21/2021 10:33","Bono virtual Crepes&Waffles 30","5"
"448","11/21/2021 10:33","Bono virtual Crepes&Waffles 30","5"
"448","11/21/2021 10:33","Bono virtual Crepes&Waffles 10","5"
"449","11/21/2021 11:29","Bono virtual Crepes&Waffles 10","5"
"449","11/21/2021 11:30","Supermercados 50","5"
"449","11/21/2021 11:30","Bono virtual Crepes&Waffles 10","5"
"449","11/21/2021 11:30","Bono virtual Crepes&Waffles 10","5"
"449","11/21/2021 11:30","Bono virtual Crepes&Waffles 30","5"
"449","11/21/2021 11:30","Bono virtual Crepes&Waffles 30","5"
"449","11/21/2021 11:30","Bono virtual Crepes&Waffles 30","5"
"449","11/21/2021 11:30","Bono virtual Crepes&Waffles 30","5"
"449","11/21/2021 11:30","Reto Turismo Compensar ","5"
"449","11/21/2021 11:30","Reto Turismo Compensar ","5"
"449","11/21/2021 11:31","Reto Turismo Compensar ","5"
"449","11/21/2021 11:31","Supermercados 50","5"
"449","11/21/2021 11:31","Restaurantes 30","5"
"449","11/21/2021 11:31","Postres 30","5"
"449","11/21/2021 11:31","Postres 30","5"
"450","11/21/2021 12:55","Bono virtual Crepes&Waffles 30","5"
"450","11/21/2021 12:55","Bono virtual Crepes&Waffles 30","5"
"450","11/21/2021 12:55","Bono virtual Crepes&Waffles 30","5"
"450","11/21/2021 12:55","Bono virtual Crepes&Waffles 30","5"
"451","11/21/2021 19:57","Bono mercado Justo y Bueno 20 ","5"
"452","11/21/2021 20:30","Lo mejor de la panaderia","5"
"453","11/21/2021 23:36","Ensalada cobb Corral domic","5"
"454","11/22/2021 6:17","Bono virtual Crepes&Waffles 10","5"
"454","11/22/2021 6:17","Bono virtual Crepes&Waffles 10","5"
"454","11/22/2021 6:17","Bono virtual Crepes&Waffles 10","5"
"454","11/22/2021 6:17","Disfruta el mejor pollo asado","5"
"454","11/22/2021 6:18","Bono virtual Crepes&Waffles 20","5"
"454","11/22/2021 6:18","Bono virtual Crepes&Waffles 20","5"
"454","11/22/2021 6:18","Bono virtual Crepes&Waffles 20","5"
"455","11/22/2021 7:39","Combo hamburguesa el Corral ","5"
"455","11/22/2021 7:39","Combo hamburguesa el Corral ","5"
"455","11/22/2021 7:39","Combo hamburguesa el Corral ","5"
"455","11/22/2021 7:39","Combo hamburguesa el Corral ","5"
"455","11/22/2021 7:39","Combo hamburguesa el Corral ","5"
"455","11/22/2021 7:39","Bono virtual Crepes&Waffles 10","5"
"456","11/22/2021 7:54","Restaurantes 50 IFood","5"
"457","11/22/2021 10:32","Bono virtual Crepes&Waffles 20","5"
"457","11/22/2021 10:33","Bono mercado Justo y Bueno 30 ","2"
"457","11/22/2021 10:34","Bono mercado Justo y Bueno 50 ","2"
"458","11/22/2021 15:41","hamburguesa Corral domicilio","4"
"458","11/22/2021 15:41","hamburguesa Corral domicilio","4"
"458","11/22/2021 15:41","hamburguesa Corral domicilio","4"
"459","11/22/2021 16:02","Bono mercado Justo y Bueno 20 ","5"
"459","11/22/2021 16:02","Bono mercado Justo y Bueno 20 ","5"
"459","11/22/2021 16:02","Bono mercado Justo y Bueno 20 ","5"
"459","11/22/2021 16:03","Bono mercado Justo y Bueno 20 ","5"
"460","11/22/2021 16:51","Disfruta las mejores carnes","5"
"460","11/22/2021 16:51","Disfruta las mejores carnes","5"
"461","11/22/2021 17:56","Zapatoca 55","5"
"438","11/23/2021 7:36","Tostao 10 mil","5"
"462","11/23/2021 8:55","hamburguesa Corral domicilio","5"
"462","11/23/2021 8:55","hamburguesa Corral domicilio","5"
"463","11/23/2021 12:14","Supermercados 50","5"
"463","11/23/2021 12:14","Restaurantes 30","4"
"463","11/23/2021 12:14","Restaurantes 30","4"
"463","11/23/2021 12:14","Restaurantes 30","4"
"463","11/23/2021 12:14","Restaurantes 30","4"
"463","11/23/2021 12:14","Restaurantes 30","4"
"464","11/23/2021 12:47","Bono virtual Crepes&Waffles 30","5"
"464","11/23/2021 12:47","Bono virtual Crepes&Waffles 30","5"
"464","11/23/2021 12:48","Bono virtual Crepes&Waffles 30","5"
"464","11/23/2021 12:48","Bono virtual Crepes&Waffles 30","5"
"464","11/23/2021 12:48","Bono virtual Crepes&Waffles 20","5"
"464","11/23/2021 12:48","Bono virtual Crepes&Waffles 20","5"
"464","11/23/2021 12:49","Bono virtual Crepes&Waffles 30","5"
"464","11/23/2021 12:50","Bono mercado Justo y Bueno 50 ","5"
"465","11/24/2021 8:41","Bono virtual Crepes&Waffles 30","5"
"465","11/24/2021 8:41","Bono virtual Crepes&Waffles 30","5"
"465","11/24/2021 8:41","Bono virtual Crepes&Waffles 30","5"
"45","11/24/2021 12:24","Supermercados 50","5"
"45","11/24/2021 12:24","Supermercados 50","5"
"466","11/24/2021 14:51","Restaurantes 30 IFood","5"
"466","11/24/2021 14:51","Restaurantes 30 IFood","5"
"466","11/24/2021 14:52","Bono virtual Crepes&Waffles 20","5"
"466","11/24/2021 14:52","Bono virtual Crepes&Waffles 20","5"
"467","11/24/2021 17:25","Super combo de 3 cursos RED","5"
"467","11/24/2021 17:26","Super combo de 3 cursos RED","5"
"468","11/24/2021 18:37","Combo hamburguesa el Corral ","5"
"468","11/24/2021 18:37","Combo hamburguesa el Corral ","5"
"468","11/24/2021 18:37","Combo hamburguesa el Corral ","5"
"468","11/24/2021 18:37","Combo hamburguesa el Corral ","5"
"468","11/24/2021 18:37","Combo hamburguesa el Corral ","5"
"469","11/25/2021 7:12","Zapatoca 55","5"
"469","11/25/2021 7:12","Zapatoca 31","4"
"469","11/25/2021 7:33","Zapatoca 20","4"
"470","11/25/2021 12:36","Bono virtual Crepes&Waffles 30","5"
"470","11/25/2021 12:36","Disfruta el mejor pollo asado","5"
"470","11/25/2021 12:36","Disfruta el mejor pollo asado","5"
"471","11/25/2021 14:40","Bono virtual Crepes&Waffles 10","5"
"472","11/25/2021 17:08","Bono mercado Justo y Bueno 20 ","5"
"472","11/25/2021 17:08","Bono mercado Justo y Bueno 20 ","5"
"472","11/25/2021 17:08","Bono mercado Justo y Bueno 50 ","5"
"472","11/25/2021 17:08","Bono virtual Crepes&Waffles 10","5"
"473","11/26/2021 13:00","Restaurantes 50 IFood","5"
"474","11/26/2021 14:15","Bono virtual Crepes&Waffles 30","4"
"475","11/26/2021 17:07","Supermercados 50","5"
"475","11/26/2021 17:07","Supermercados 50","5"
"475","11/26/2021 17:08","Disfruta el mejor pollo asado","5"
"475","11/26/2021 17:08","Supermercados 50","5"
"475","11/26/2021 17:08","Supermercados 50","5"
"320","11/26/2021 19:28","Bono virtual Crepes&Waffles 30","5"
"476","11/26/2021 23:12","Bono virtual Crepes&Waffles 30","5"
"476","11/26/2021 23:12","Bono virtual Crepes&Waffles 20","5"
"477","11/27/2021 7:56","Bono virtual Crepes&Waffles 10","5"
"478","11/27/2021 13:04","Bono virtual Crepes&Waffles 10","5"
"479","11/27/2021 16:58","Cine Colombia Combo 3 A","5"
"479","11/27/2021 16:58","Cine Colombia Combo 3 A","5"
"479","11/27/2021 16:58","Cine Colombia 2D A","5"
"479","11/27/2021 16:58","Cine Colombia 2D A","5"
"479","11/27/2021 16:58","Cine Colombia 2D A","5"
"479","11/27/2021 16:58","Cine Colombia 2D A","5"
"479","11/27/2021 16:58","Cine Colombia 2D A","5"
"479","11/27/2021 16:58","Cine Colombia 2D A","5"
"479","11/27/2021 16:58","Cine Colombia 2D A","5"
"479","11/27/2021 16:58","Cine Colombia 2D A","5"
"479","11/27/2021 16:58","Cine Colombia 2D A","5"
"479","11/27/2021 16:58","Cine Colombia 2D A","5"
"480","11/27/2021 17:16","Mundo Aventura UBIN","1"
"480","11/27/2021 17:16","Mundo Aventura UBIN","1"
"480","11/27/2021 17:16","Mundo Aventura UBIN","1"
"481","11/27/2021 20:31","Zapatoca 50","5"
"482","11/28/2021 10:08","Bono virtual Crepes&Waffles 30","5"
"482","11/28/2021 10:08","Bono virtual Crepes&Waffles 30","5"
"482","11/28/2021 10:08","Bono virtual Crepes&Waffles 30","5"
"482","11/28/2021 10:08","Bono virtual Crepes&Waffles 30","5"
"482","11/28/2021 10:08","Bono virtual Crepes&Waffles 30","5"
"482","11/28/2021 10:08","Bono virtual Crepes&Waffles 30","5"
"482","11/28/2021 10:08","Bono virtual Crepes&Waffles 10","5"
"482","11/28/2021 10:08","Bono virtual Crepes&Waffles 10","5"
"482","11/28/2021 10:09","Combo hamburguesa el Corral ","5"
"482","11/28/2021 10:09","Combo hamburguesa el Corral ","5"
"482","11/28/2021 10:09","Reto Turismo Compensar ","5"
"482","11/28/2021 10:09","Lo mejor para tu perro 30","5"
"482","11/28/2021 10:09","Lo mejor para tu perro 30","5"
"482","11/28/2021 10:09","Combo hamburguesa el Corral ","5"
"482","11/28/2021 10:09","Combo hamburguesa el Corral ","5"
"482","11/28/2021 10:09","Reto Turismo Compensar ","5"
"482","11/28/2021 10:09","Lo mejor para tu perro 30","5"
"482","11/28/2021 10:09","Lo mejor para tu perro 30","5"
"483","11/28/2021 10:18","Bono mercado Justo y Bueno 30 ","1"
"483","11/28/2021 10:18","Ensalada mex Corral take","5"
"484","11/28/2021 11:12","Restaurantes 50","5"
"484","11/28/2021 11:12","Restaurantes 50","5"
"485","11/28/2021 11:18","Ensalada Corral take","1"
"485","11/28/2021 11:19","Combo hamburguesa el Corral ","5"
"485","11/28/2021 11:19","Combo hamburguesa el Corral ","5"
"485","11/28/2021 11:19","Combo hamburguesa el Corral ","5"
"485","11/28/2021 11:20","Curso de youtubers para ninos","1"
"486","11/28/2021 12:23","Bono virtual Crepes&Waffles 20","5"
"486","11/28/2021 12:23","Bono virtual Crepes&Waffles 20","5"
"486","11/28/2021 12:23","Bono virtual Crepes&Waffles 20","5"
"486","11/28/2021 12:24","Zapatoca 55","4"
"487","11/28/2021 12:44","Bono mercado Justo y Bueno 30 ","5"
"488","11/28/2021 14:24","Bono mercado Justo y Bueno 30 ","4"
"489","11/29/2021 11:20","Bono mercado Justo y Bueno 30 ","3"
"489","11/29/2021 11:20","Bono mercado Justo y Bueno 30 ","3"
"490","11/29/2021 12:14","Bono virtual Crepes&Waffles 20","5"
"490","11/29/2021 12:14","Bono virtual Crepes&Waffles 20","5"
"490","11/29/2021 12:14","Bono virtual Crepes&Waffles 20","5"
"491","11/29/2021 14:37","Tostao 20 mil","4"
"492","11/29/2021 15:19","Bono virtual Crepes&Waffles 10","5"
"492","11/29/2021 15:19","Bono virtual Crepes&Waffles 30","5"
"493","11/29/2021 21:03","Mundo Aventura UBIN","3"
"494","11/30/2021 9:50","Zapatoca 50","5"
"494","11/30/2021 9:50","Zapatoca 50","5"
"494","11/30/2021 9:51","Bono virtual Crepes&Waffles 30","5"
"494","11/30/2021 9:51","Bono virtual Crepes&Waffles 30","5"
"495","11/30/2021 10:14","Bonos Libreria Nacional 30","5"
"496","11/30/2021 11:03","RED Cur Vir Automaquillaje","5"
"376","11/30/2021 11:08","Bono mercado Justo y Bueno 20 ","1"
"497","11/30/2021 13:17","Salitre Magico NITRO","1"
"498","11/30/2021 15:15","Zapatoca 50","5"
"499","11/30/2021 15:37","Bono virtual Crepes&Waffles 20","5"
"499","11/30/2021 15:37","Bono virtual Crepes&Waffles 10","5"
"500","11/30/2021 15:46","Curso virtual de Cocina Perua ","5"
"501","11/30/2021 15:53","Zapatoca 20","5"
"501","11/30/2021 15:54","Zapatoca 50","5"
"502","11/30/2021 16:41","Restaurantes 50 IFood","4"
"502","11/30/2021 16:41","Postres 30","4"
"502","11/30/2021 16:41","Postres 30","4"
"502","11/30/2021 16:50","Restaurantes 30","5"
"502","11/30/2021 16:52","Restaurantes 50","5"
"502","11/30/2021 19:17","Postres 30","5"
"503","11/30/2021 22:01","Bono virtual Crepes&Waffles 30","5"
"503","11/30/2021 22:01","Bono virtual Crepes&Waffles 30","5"
"503","11/30/2021 22:01","Bono virtual Crepes&Waffles 30","5"
"504","12/1/2021 10:08","Bono virtual Crepes&Waffles 30","5"
"504","12/1/2021 10:08","Bono virtual Crepes&Waffles 20","5"
"504","12/1/2021 10:08","Bono virtual Crepes&Waffles 20","5"
"504","12/1/2021 10:08","Bono virtual Crepes&Waffles 20","5"
"505","12/1/2021 10:15","Zapatoca 20","5"
"505","12/1/2021 10:16","Zapatoca 50","5"
"506","12/1/2021 14:54","hamburguesa Corral domicilio","5"
"506","12/1/2021 14:54","hamburguesa Corral domicilio","5"
"506","12/1/2021 14:54","hamburguesa Corral domicilio","5"
"506","12/1/2021 14:54","hamburguesa Corral domicilio","5"
"506","12/1/2021 14:54","hamburguesa Corral domicilio","5"
"507","12/1/2021 15:59","Bono virtual Crepes&Waffles 30","5"
"507","12/1/2021 15:59","Bono virtual Crepes&Waffles 20","5"
"508","12/1/2021 16:47","Bono virtual Crepes&Waffles 20","1"
"508","12/1/2021 16:47","Bono virtual Crepes&Waffles 30","1"
"508","12/1/2021 16:47","Bono virtual Crepes&Waffles 30","1"
"509","12/1/2021 18:08","Combo hamburguesa el Corral ","4"
"509","12/1/2021 18:08","Combo hamburguesa el Corral ","4"
"509","12/1/2021 18:08","Combo hamburguesa el Corral ","4"
"509","12/1/2021 18:08","Bono virtual Crepes&Waffles 20","4"
"510","12/1/2021 19:05","Bono virtual Crepes&Waffles 30","5"
"510","12/1/2021 19:06","Ensalada Corral domic","3"
"510","12/1/2021 19:06","Ensalada Corral domic","3"
"510","12/1/2021 19:06","Ensalada Corral domic","3"
"391","12/1/2021 20:11","Bono virtual Crepes&Waffles 30","5"
"391","12/1/2021 20:11","Bono virtual Crepes&Waffles 30","5"
"391","12/1/2021 20:11","Bono virtual Crepes&Waffles 30","5"
"511","12/2/2021 7:04","Disfraz accesor pepe ganga 30","3"
"511","12/2/2021 7:04","Disfraz accesor pepe ganga 30","3"
"511","12/2/2021 7:05","Accesorios hogar pepe ganga 50","3"
"512","12/2/2021 10:07","Restaurantes 30 IFood","5"
"512","12/2/2021 10:07","Postres 30 IFood","5"
"513","12/2/2021 14:15","Bono mercado Justo y Bueno 50 ","5"
"513","12/2/2021 14:15","Bono mercado Justo y Bueno 50 ","5"
"513","12/2/2021 14:15","Bono mercado Justo y Bueno 20 ","5"
"514","12/2/2021 15:47","Zapatoca 31","5"
"515","12/2/2021 21:06","hamburguesa Corral domicilio","5"
"516","12/3/2021 7:55","Restaurantes 30 IFood","4"
"516","12/3/2021 7:56","Restaurantes 50 IFood","5"
"516","12/3/2021 7:56","Restaurantes 30","4"
"516","12/3/2021 7:58","Restaurantes 50","4"
"516","12/3/2021 7:58","Bono virtual Crepes&Waffles 10","5"
"516","12/3/2021 7:59","Restaurantes 30","4"
"517","12/3/2021 9:51","Bono virtual Crepes&Waffles 30","5"
"517","12/3/2021 9:51","Bono virtual Crepes&Waffles 30","5"
"517","12/3/2021 9:51","Bono virtual Crepes&Waffles 30","5"
"517","12/3/2021 9:51","Bono virtual Crepes&Waffles 30","5"
"517","12/3/2021 9:51","Bono virtual Crepes&Waffles 30","5"
"517","12/3/2021 9:51","Bono virtual Crepes&Waffles 10","5"
"517","12/3/2021 9:51","Bono virtual Crepes&Waffles 20","5"
"517","12/3/2021 9:51","Bono virtual Crepes&Waffles 20","5"
"517","12/3/2021 9:51","Bono virtual Crepes&Waffles 20","5"
"517","12/3/2021 9:51","Bono virtual Crepes&Waffles 20","5"
"517","12/3/2021 9:51","Bono virtual Crepes&Waffles 20","5"
"517","12/3/2021 9:52","Restaurantes 50","5"
"517","12/3/2021 9:52","Bono virtual Crepes&Waffles 20","5"
"517","12/3/2021 9:52","Restaurantes 50","5"
"518","12/3/2021 16:24","hamburguesa Corral take out","5"
"518","12/3/2021 16:24","hamburguesa Corral take out","5"
"518","12/3/2021 16:25","hamburguesa Corral take out","5"
"519","12/3/2021 16:49","Bono virtual Crepes&Waffles 20","5"
"519","12/3/2021 16:49","Bono virtual Crepes&Waffles 20","5"
"519","12/3/2021 16:50","Cine Colombia Combo 3 A","5"
"519","12/3/2021 16:50","Cine Colombia Combo 3 A","5"
"519","12/3/2021 16:50","Cine Colombia Combo 3 A","5"
"519","12/3/2021 16:52","Cine Colombia 2D A","5"
"519","12/3/2021 16:52","Cine Colombia 2D A","5"
"519","12/3/2021 16:52","Cine Colombia 2D A","5"
"519","12/3/2021 16:52","Cine Colombia 2D A","5"
"519","12/3/2021 16:52","Cine Colombia 2D A","5"
"519","12/3/2021 16:52","Cine Colombia 2D A","5"
"519","12/3/2021 16:52","Cine Colombia 2D A","5"
"519","12/3/2021 16:52","Cine Colombia 2D A","5"
"519","12/3/2021 16:52","Cine Colombia 2D A","5"
"519","12/3/2021 16:52","Cine Colombia 2D A","5"
"519","12/3/2021 16:52","Cine Colombia 2D A","5"
"519","12/3/2021 16:52","Cine Colombia 2D A","5"
"519","12/3/2021 16:52","Cine Colombia 2D A","5"
"519","12/3/2021 16:52","Cine Colombia 2D A","5"
"519","12/3/2021 16:52","Cine Colombia 2D A","5"
"519","12/3/2021 16:52","Cine Colombia 2D A","5"
"519","12/3/2021 16:52","Cine Colombia 2D A","5"
"519","12/3/2021 16:52","Cine Colombia 2D A","5"
"519","12/3/2021 16:52","Cine Colombia 2D A","5"
"519","12/3/2021 16:52","Cine Colombia 2D A","5"
"520","12/3/2021 17:31","Supermercados 50","5"
"520","12/3/2021 17:32","Bono mercado Justo y Bueno 20 ","5"
"520","12/3/2021 17:32","Bono mercado Justo y Bueno 20 ","5"
"520","12/3/2021 17:32","Bono mercado Justo y Bueno 20 ","5"
"520","12/3/2021 17:32","Bono virtual Crepes&Waffles 10","4"
"520","12/3/2021 17:33","Supermercados 50","4"
"520","12/3/2021 17:33","Supermercados 50","4"
"521","12/3/2021 17:35","Bono virtual Crepes&Waffles 10","4"
"522","12/3/2021 17:37","Bono mercado Justo y Bueno 20 ","3"
"522","12/3/2021 17:37","Bono mercado Justo y Bueno 20 ","3"
"522","12/3/2021 17:37","Bono mercado Justo y Bueno 20 ","3"
"522","12/3/2021 17:38","Combo hamburguesa el Corral ","5"
"522","12/3/2021 17:38","Combo hamburguesa el Corral ","5"
"522","12/3/2021 17:38","Combo hamburguesa el Corral ","5"
"523","12/3/2021 17:50","Bono virtual Crepes&Waffles 10","1"
"523","12/3/2021 17:50","Bono virtual Crepes&Waffles 10","1"
"523","12/3/2021 17:50","Bono virtual Crepes&Waffles 10","1"
"524","12/3/2021 19:31","Bono virtual Crepes&Waffles 10","5"
"524","12/3/2021 19:31","Bono virtual Crepes&Waffles 10","5"
"524","12/3/2021 19:31","Bono virtual Crepes&Waffles 20","5"
"524","12/3/2021 19:31","Bono virtual Crepes&Waffles 20","5"
"524","12/3/2021 19:31","Bono virtual Crepes&Waffles 20","5"
"524","12/3/2021 19:31","Bono virtual Crepes&Waffles 20","5"
"524","12/3/2021 19:31","Bono virtual Crepes&Waffles 20","5"
"525","12/3/2021 20:54","Bono virtual Crepes&Waffles 10","5"
"525","12/3/2021 20:55","Bono virtual Crepes&Waffles 20","5"
"525","12/3/2021 21:05","Bono virtual Crepes&Waffles 20","5"
"525","12/3/2021 21:05","Bono virtual Crepes&Waffles 20","5"
"525","12/3/2021 21:05","Bono virtual Crepes&Waffles 20","5"
"525","12/3/2021 21:05","Bono virtual Crepes&Waffles 20","5"
"525","12/3/2021 21:05","Bono mercado Justo y Bueno 30 ","5"
"525","12/3/2021 21:05","Bono mercado Justo y Bueno 30 ","5"
"525","12/3/2021 21:06","Bono mercado Justo y Bueno 50 ","5"
"526","12/4/2021 8:40","Disfruta el mejor pollo asado","1"
"526","12/4/2021 8:41","Bono virtual Crepes&Waffles 30","1"
"527","12/4/2021 10:18","Bono virtual Crepes&Waffles 30","4"
"527","12/4/2021 10:18","hamburguesa Corral domicilio","4"
"527","12/4/2021 10:18","hamburguesa Corral domicilio","4"
"64","12/4/2021 10:49","Combo hamburguesa el Corral ","5"
"64","12/4/2021 10:49","Combo hamburguesa el Corral ","5"
"528","12/4/2021 12:13","RED Cur Vir Manicure semiperma","1"
"529","12/4/2021 14:45","Bono virtual Crepes&Waffles 10","5"
"529","12/4/2021 14:45","Bono virtual Crepes&Waffles 10","5"
"529","12/4/2021 14:45","Bono virtual Crepes&Waffles 10","5"
"529","12/4/2021 14:45","Bono virtual Crepes&Waffles 10","5"
"529","12/4/2021 14:45","Bono virtual Crepes&Waffles 10","5"
"529","12/4/2021 14:45","Bono virtual Crepes&Waffles 10","5"
"529","12/4/2021 14:45","Bono virtual Crepes&Waffles 10","5"
"529","12/4/2021 14:45","Bono virtual Crepes&Waffles 10","5"
"529","12/4/2021 14:45","Bono virtual Crepes&Waffles 10","5"
"529","12/4/2021 14:45","Bono virtual Crepes&Waffles 10","5"
"529","12/4/2021 14:45","Bono virtual Crepes&Waffles 10","5"
"529","12/4/2021 14:46","Restaurantes 30","5"
"529","12/4/2021 14:46","Restaurantes 30","5"
"529","12/4/2021 14:46","Restaurantes 30","5"
"529","12/4/2021 14:46","Restaurantes 30","5"
"530","12/5/2021 5:34","RED Smartfit black Mes Afili","5"
"531","12/5/2021 6:37","Bono virtual Crepes&Waffles 10","5"
"532","12/5/2021 9:27","Bono virtual Crepes&Waffles 20","5"
"532","12/5/2021 9:27","Bono virtual Crepes&Waffles 20","5"
"533","12/5/2021 12:29","Bono virtual Crepes&Waffles 30","5"
"533","12/5/2021 12:29","Bono virtual Crepes&Waffles 10","5"
"534","12/5/2021 13:58","Zapatoca 55","5"
"535","12/5/2021 13:59","Bono mercado Justo y Bueno 30 ","4"
"282","12/5/2021 19:41","Zapatoca 20","5"
"536","12/6/2021 9:25","pepe ganga jugueteria 50","5"
"537","12/6/2021 9:41","Combo hamburguesa el Corral ","4"
"537","12/6/2021 9:41","Combo hamburguesa el Corral ","4"
"537","12/6/2021 9:41","Combo hamburguesa el Corral ","4"
"537","12/6/2021 9:41","Combo hamburguesa el Corral ","4"
"537","12/6/2021 9:41","Combo hamburguesa el Corral ","4"
"537","12/6/2021 9:41","Combo hamburguesa el Corral ","4"
"537","12/6/2021 9:41","Combo hamburguesa el Corral ","4"
"537","12/6/2021 9:41","Combo hamburguesa el Corral ","4"
"537","12/6/2021 9:41","Combo hamburguesa el Corral ","4"
"538","12/6/2021 11:59","Bono virtual Crepes&Waffles 20","5"
"538","12/6/2021 11:59","Bono virtual Crepes&Waffles 20","5"
"538","12/6/2021 11:59","Bono virtual Crepes&Waffles 20","5"
"538","12/6/2021 11:59","Bono virtual Crepes&Waffles 20","5"
"538","12/6/2021 11:59","Bono virtual Crepes&Waffles 20","5"
"539","12/6/2021 13:59","Mundo Aventura UBIN","5"
"539","12/6/2021 13:59","Mundo Aventura UBIN","5"
"539","12/6/2021 13:59","Mundo Aventura UBIN","5"
"540","12/6/2021 14:30","Bono mercado Justo y Bueno 20 ","5"
"540","12/6/2021 14:30","Bono mercado Justo y Bueno 20 ","5"
"4","12/6/2021 15:37","Bono virtual Crepes&Waffles 20","5"
"541","12/6/2021 16:03","Disfruta el mejor pollo asado","3"
"542","12/6/2021 16:26","Combo hamburguesa el Corral ","5"
"542","12/6/2021 16:26","Combo hamburguesa el Corral ","5"
"542","12/6/2021 16:26","Combo hamburguesa el Corral ","5"
"542","12/6/2021 16:26","Combo hamburguesa el Corral ","5"
"542","12/6/2021 16:26","Combo hamburguesa el Corral ","5"
"542","12/6/2021 16:27","Bono virtual Crepes&Waffles 20","5"
"542","12/6/2021 16:27","Bono virtual Crepes&Waffles 20","5"
"542","12/6/2021 16:27","Bono virtual Crepes&Waffles 20","5"
"542","12/6/2021 16:27","Bono virtual Crepes&Waffles 20","5"
"542","12/6/2021 16:27","Bono virtual Crepes&Waffles 20","5"
"542","12/6/2021 16:27","Bono virtual Crepes&Waffles 20","5"
"543","12/6/2021 16:51","hamburguesa Corral domicilio","5"
"543","12/6/2021 16:51","hamburguesa Corral domicilio","5"
"543","12/6/2021 16:51","hamburguesa Corral domicilio","5"
"543","12/6/2021 16:51","Bono mercado Justo y Bueno 30 ","5"
"543","12/6/2021 16:51","Bono mercado Justo y Bueno 20 ","5"
"544","12/6/2021 22:07","Zapatoca 50","5"
"544","12/6/2021 22:07","Zapatoca 50","5"
"545","12/7/2021 6:01","Combo hamburguesa el Corral ","5"
"545","12/7/2021 6:01","Combo hamburguesa el Corral ","5"
"545","12/7/2021 6:01","Combo hamburguesa el Corral ","5"
"545","12/7/2021 6:01","Combo hamburguesa el Corral ","5"
"545","12/7/2021 6:01","Combo hamburguesa el Corral ","5"
"545","12/7/2021 6:01","Combo hamburguesa el Corral ","5"
"6","12/7/2021 8:49","Turismo hoteles 200","5"
"546","12/7/2021 12:50","Supermercados 50","4"
"547","12/7/2021 22:27","Mundo Aventura UBIN","5"
"548","12/8/2021 12:02","Falabella 50","5"
"549","12/8/2021 12:02","hamburguesa Corral take out","5"
"549","12/8/2021 12:02","hamburguesa Corral take out","5"
"549","12/8/2021 12:03","hamburguesa Corral take out","5"
"549","12/8/2021 12:03","hamburguesa Corral take out","5"
"550","12/8/2021 12:31","Zapatoca 55","5"
"551","12/8/2021 16:39","Bono virtual Crepes&Waffles 30","5"
"551","12/8/2021 16:39","Bono virtual Crepes&Waffles 30","5"
"552","12/8/2021 18:27","Bono virtual Crepes&Waffles 30","5"
"552","12/8/2021 18:27","Bono virtual Crepes&Waffles 20","5"
"552","12/8/2021 18:27","Bono virtual Crepes&Waffles 20","5"
"553","12/8/2021 19:50","Disfruta las mejores carnes","5"
"553","12/8/2021 19:51","Bono virtual Crepes&Waffles 20","5"
"554","12/9/2021 7:36","Curso virtual de Cocina Perua ","5"
"554","12/9/2021 7:37","Postres 30","5"
"555","12/9/2021 8:12","Supermercados 50","5"
"556","12/9/2021 9:40","Combo hamburguesa el Corral ","4"
"556","12/9/2021 9:40","Combo hamburguesa el Corral ","4"
"556","12/9/2021 9:40","Combo hamburguesa el Corral ","4"
